14:05:04   | Slot 37 -> OK        | 4.75 KB         | 9.06 KB         | 2       
14:06:00   | Slot 72 -> OK        | 125.00 KB       | 13.93 KB        | 112     
14:06:01   | Slot 109 -> OK       | 125.00 KB       | 14.00 KB        | 114     
14:06:02   | Slot 146 -> OK       | 125.00 KB       | 14.06 KB        | 116     
14:06:03   | Slot 183 -> OK       | 125.00 KB       | 14.13 KB        | 118     
14:06:04   | Slot 220 -> OK       | 125.00 KB       | 14.19 KB        | 120     
14:06:05   | Slot 257 -> OK       | 125.00 KB       | 14.29 KB        | 122     
14:06:06   | Slot 294 -> OK       | 125.00 KB       | 14.36 KB        | 124     
14:06:07   | Slot 331 -> OK       | 125.00 KB       | 14.42 KB        | 126     
14:06:08   | Slot 368 -> OK       | 125.00 KB       | 14.49 KB        | 128     
14:06:09   | Slot 405 -> OK       | 125.00 KB       | 14.55 KB        | 130     
14:06:10   | Slot 442 -> OK       | 125.00 KB       | 14.62 KB        | 132     
14:06:11   | Slot 479 -> OK       | 125.00 KB       | 14.62 KB        | 134     
14:06:12   | Slot 516 -> OK       | 125.00 KB       | 14.62 KB        | 136     
14:06:13   | Slot 553 -> OK       | 125.00 KB       | 14.62 KB        | 138     
14:06:14   | Slot 590 -> OK       | 125.00 KB       | 14.62 KB        | 140     
14:06:15   | Slot 627 -> OK       | 125.00 KB       | 14.62 KB        | 142     
14:06:16   | Slot 664 -> OK       | 125.00 KB       | 14.62 KB        | 144     
14:06:17   | Slot 701 -> OK       | 125.00 KB       | 14.62 KB        | 146     
14:06:18   | Slot 738 -> OK       | 125.00 KB       | 14.62 KB        | 148     
14:06:19   | Slot 775 -> OK       | 125.00 KB       | 14.62 KB        | 150     
14:06:20   | Slot 812 -> OK       | 125.00 KB       | 14.62 KB        | 152     
14:06:21   | Slot 849 -> OK       | 125.00 KB       | 14.62 KB        | 154     
14:06:22   | Slot 886 -> OK       | 125.00 KB       | 14.62 KB        | 156     
14:06:23   | Slot 923 -> OK       | 125.00 KB       | 14.62 KB        | 158     
14:06:24   | Slot 960 -> OK       | 125.00 KB       | 14.62 KB        | 160     
14:06:25   | Slot 997 -> OK       | 125.00 KB       | 14.62 KB        | 162     
14:06:26   | Slot 34 -> OK        | 125.00 KB       | 14.62 KB        | 164     
14:06:27   | Slot 71 -> OK        | 125.00 KB       | 14.62 KB        | 166     
14:06:28   | Slot 108 -> OK       | 125.00 KB       | 14.62 KB        | 168     
14:06:29   | Slot 145 -> OK       | 125.00 KB       | 14.62 KB        | 170     
14:06:30   | Slot 182 -> OK       | 125.00 KB       | 14.62 KB        | 172     
14:06:31   | Slot 219 -> OK       | 125.00 KB       | 14.62 KB        | 174     
14:06:32   | Slot 256 -> OK       | 125.00 KB       | 14.62 KB        | 176     
14:06:33   | Slot 293 -> OK       | 125.00 KB       | 14.62 KB        | 178     
14:06:34   | Slot 330 -> OK       | 125.00 KB       | 14.62 KB        | 180     
14:06:35   | Slot 367 -> OK       | 125.00 KB       | 14.62 KB        | 182     
14:06:36   | Slot 404 -> OK       | 125.00 KB       | 14.62 KB        | 184     
14:06:37   | Slot 441 -> OK       | 125.00 KB       | 14.62 KB        | 186     
14:06:38   | Slot 478 -> OK       | 125.00 KB       | 14.62 KB        | 188     
14:06:39   | Slot 515 -> OK       | 125.00 KB       | 14.62 KB        | 190     
14:06:40   | Slot 552 -> OK       | 125.00 KB       | 14.62 KB        | 192     
14:06:41   | Slot 589 -> OK       | 125.00 KB       | 14.62 KB        | 194     
14:06:42   | Slot 626 -> OK       | 125.00 KB       | 14.62 KB        | 196     
14:06:43   | Slot 663 -> OK       | 125.00 KB       | 14.62 KB        | 198     
14:06:44   | Slot 700 -> OK       | 125.00 KB       | 14.62 KB        | 200     
14:06:45   | Slot 737 -> OK       | 125.00 KB       | 14.62 KB        | 202     
14:06:46   | Slot 774 -> OK       | 125.00 KB       | 14.62 KB        | 204     
14:06:47   | Slot 811 -> OK       | 125.00 KB       | 14.62 KB        | 206     
14:06:48   | Slot 848 -> OK       | 125.00 KB       | 14.62 KB        | 208     
14:06:49   | Slot 885 -> OK       | 125.00 KB       | 14.62 KB        | 210     
14:06:50   | Slot 922 -> OK       | 125.00 KB       | 14.62 KB        | 212     
14:06:51   | Slot 959 -> OK       | 125.00 KB       | 14.62 KB        | 214     
14:06:52   | Slot 996 -> OK       | 125.00 KB       | 14.62 KB        | 216     
14:06:53   | Slot 33 -> OK        | 125.00 KB       | 14.62 KB        | 218     
14:06:54   | Slot 70 -> OK        | 125.00 KB       | 14.62 KB        | 220     
14:06:55   | Slot 107 -> OK       | 125.00 KB       | 14.62 KB        | 222     
14:06:56   | Slot 144 -> OK       | 125.00 KB       | 14.62 KB        | 224     
14:06:57   | Slot 181 -> OK       | 125.00 KB       | 14.62 KB        | 226     
14:06:58   | Slot 218 -> OK       | 125.00 KB       | 14.62 KB        | 228     
14:06:59   | Slot 255 -> OK       | 125.00 KB       | 14.62 KB        | 230     
14:07:00   | Slot 292 -> OK       | 125.00 KB       | 14.62 KB        | 232     
14:07:01   | Slot 329 -> OK       | 125.00 KB       | 14.62 KB        | 234     
14:07:02   | Slot 366 -> OK       | 125.00 KB       | 14.62 KB        | 236     
14:07:03   | Slot 403 -> OK       | 125.00 KB       | 14.62 KB        | 238     
14:07:04   | Slot 440 -> OK       | 125.00 KB       | 14.62 KB        | 240     
14:07:05   | Slot 477 -> OK       | 125.00 KB       | 14.62 KB        | 242     
14:07:06   | Slot 514 -> OK       | 125.00 KB       | 14.62 KB        | 244     
14:07:08   | Slot 551 -> OK       | 125.00 KB       | 14.62 KB        | 246     
14:07:09   | Slot 588 -> OK       | 125.00 KB       | 14.62 KB        | 248     
14:07:10   | Slot 625 -> OK       | 125.00 KB       | 14.62 KB        | 250     
14:07:11   | Slot 662 -> OK       | 125.00 KB       | 14.62 KB        | 252     
14:07:12   | Slot 699 -> OK       | 125.00 KB       | 14.62 KB        | 254     
14:07:13   | Slot 736 -> OK       | 125.00 KB       | 14.62 KB        | 256     
14:07:14   | Slot 773 -> OK       | 125.00 KB       | 14.62 KB        | 258     
14:07:15   | Slot 810 -> OK       | 125.00 KB       | 14.65 KB        | 260     
14:07:16   | Slot 847 -> OK       | 125.00 KB       | 14.65 KB        | 262     
14:07:17   | Slot 884 -> OK       | 125.00 KB       | 14.65 KB        | 264     
14:07:18   | Slot 921 -> OK       | 125.00 KB       | 14.65 KB        | 266     
14:07:19   | Slot 958 -> OK       | 125.00 KB       | 14.65 KB        | 268     
14:07:20   | Slot 995 -> OK       | 125.00 KB       | 14.65 KB        | 270     
14:07:21   | Slot 32 -> OK        | 125.00 KB       | 14.65 KB        | 272     
14:07:22   | Slot 69 -> OK        | 125.00 KB       | 14.65 KB        | 274     
14:07:23   | Slot 106 -> OK       | 125.00 KB       | 14.65 KB        | 276     
14:07:24   | Slot 143 -> OK       | 125.00 KB       | 14.65 KB        | 278     
14:07:25   | Slot 180 -> OK       | 125.00 KB       | 14.65 KB        | 280     
14:07:26   | Slot 217 -> OK       | 125.00 KB       | 14.65 KB        | 282     
14:07:27   | Slot 254 -> OK       | 125.00 KB       | 14.65 KB        | 284     
14:07:28   | Slot 291 -> OK       | 125.00 KB       | 14.65 KB        | 286     
14:07:29   | Slot 328 -> OK       | 125.00 KB       | 14.65 KB        | 288     
14:07:30   | Slot 365 -> OK       | 125.00 KB       | 14.65 KB        | 290     
14:07:31   | Slot 402 -> OK       | 125.00 KB       | 14.65 KB        | 292     
14:07:32   | Slot 439 -> OK       | 125.00 KB       | 14.65 KB        | 294     
14:07:33   | Slot 476 -> OK       | 125.00 KB       | 14.65 KB        | 296     
14:07:34   | Slot 513 -> OK       | 125.00 KB       | 14.65 KB        | 298     
14:07:35   | Slot 550 -> OK       | 125.00 KB       | 14.65 KB        | 300     
14:07:36   | Slot 587 -> OK       | 125.00 KB       | 14.65 KB        | 302     
14:07:37   | Slot 624 -> OK       | 125.00 KB       | 14.65 KB        | 304     
14:07:38   | Slot 661 -> OK       | 125.00 KB       | 14.65 KB        | 306     
14:07:39   | Slot 698 -> OK       | 125.00 KB       | 14.65 KB        | 308     
14:07:40   | Slot 735 -> OK       | 125.00 KB       | 14.65 KB        | 310     
14:07:41   | Slot 772 -> OK       | 125.00 KB       | 14.65 KB        | 312     
14:07:42   | Slot 809 -> OK       | 125.00 KB       | 14.65 KB        | 314     
14:07:43   | Slot 846 -> OK       | 125.00 KB       | 14.65 KB        | 316     
14:07:44   | Slot 883 -> OK       | 125.00 KB       | 14.65 KB        | 318     
14:07:45   | Slot 920 -> OK       | 125.00 KB       | 14.65 KB        | 320     
14:07:46   | Slot 957 -> OK       | 125.00 KB       | 14.65 KB        | 322     
14:07:47   | Slot 994 -> OK       | 125.00 KB       | 14.65 KB        | 324     
14:07:48   | Slot 31 -> OK        | 125.00 KB       | 14.65 KB        | 326     
14:07:49   | Slot 68 -> OK        | 125.00 KB       | 14.65 KB        | 328     
14:07:50   | Slot 105 -> OK       | 125.00 KB       | 14.65 KB        | 330     
14:07:51   | Slot 142 -> OK       | 125.00 KB       | 14.65 KB        | 332     
14:07:52   | Slot 179 -> OK       | 125.00 KB       | 14.65 KB        | 334     
14:07:53   | Slot 216 -> OK       | 125.00 KB       | 14.65 KB        | 336     
14:07:54   | Slot 253 -> OK       | 125.00 KB       | 14.65 KB        | 338     
14:07:55   | Slot 290 -> OK       | 125.00 KB       | 14.65 KB        | 340     
14:07:56   | Slot 327 -> OK       | 125.00 KB       | 14.65 KB        | 342     
14:07:57   | Slot 364 -> OK       | 125.00 KB       | 14.65 KB        | 344     
14:07:58   | Slot 401 -> OK       | 125.00 KB       | 14.65 KB        | 346     
14:07:59   | Slot 438 -> OK       | 125.00 KB       | 14.65 KB        | 348     
14:08:00   | Slot 475 -> OK       | 125.00 KB       | 14.65 KB        | 350     
14:08:01   | Slot 512 -> OK       | 125.00 KB       | 14.65 KB        | 352     
14:08:03   | Slot 549 -> OK       | 125.00 KB       | 14.65 KB        | 354     
14:08:04   | Slot 586 -> OK       | 125.00 KB       | 14.65 KB        | 356     
14:08:05   | Slot 623 -> OK       | 125.00 KB       | 14.65 KB        | 358     
14:08:06   | Slot 660 -> OK       | 125.00 KB       | 14.65 KB        | 360     
14:08:07   | Slot 697 -> OK       | 125.00 KB       | 14.65 KB        | 362     
14:08:08   | Slot 734 -> OK       | 125.00 KB       | 14.65 KB        | 364     
14:08:09   | Slot 771 -> OK       | 125.00 KB       | 14.65 KB        | 366     
14:08:10   | Slot 808 -> OK       | 125.00 KB       | 14.65 KB        | 368     
14:08:11   | Slot 845 -> OK       | 125.00 KB       | 14.65 KB        | 370     
14:08:12   | Slot 882 -> OK       | 125.00 KB       | 14.65 KB        | 372     
14:08:13   | Slot 919 -> OK       | 125.00 KB       | 14.65 KB        | 374     
14:08:14   | Slot 956 -> OK       | 125.00 KB       | 14.65 KB        | 376     
14:08:15   | Slot 993 -> OK       | 125.00 KB       | 14.65 KB        | 378     
14:08:16   | Slot 30 -> OK        | 125.00 KB       | 14.65 KB        | 380     
14:08:17   | Slot 67 -> OK        | 125.00 KB       | 14.65 KB        | 382     
14:08:18   | Slot 104 -> OK       | 125.00 KB       | 14.65 KB        | 384     
14:08:19   | Slot 141 -> OK       | 125.00 KB       | 14.65 KB        | 386     
14:08:20   | Slot 178 -> OK       | 125.00 KB       | 14.65 KB        | 388     
14:08:21   | Slot 215 -> OK       | 125.00 KB       | 14.65 KB        | 390     
14:08:22   | Slot 252 -> OK       | 125.00 KB       | 14.65 KB        | 392     
14:08:23   | Slot 289 -> OK       | 125.00 KB       | 14.65 KB        | 394     
14:08:24   | Slot 326 -> OK       | 125.00 KB       | 14.65 KB        | 396     
14:08:25   | Slot 363 -> OK       | 125.00 KB       | 14.65 KB        | 398     
14:08:26   | Slot 400 -> OK       | 125.00 KB       | 14.65 KB        | 400     
14:08:27   | Slot 437 -> OK       | 125.00 KB       | 14.65 KB        | 402     
14:08:28   | Slot 474 -> OK       | 125.00 KB       | 14.65 KB        | 404     
14:08:29   | Slot 511 -> OK       | 125.00 KB       | 14.65 KB        | 406     
14:08:30   | Slot 548 -> OK       | 125.00 KB       | 14.65 KB        | 408     
14:08:31   | Slot 585 -> OK       | 125.00 KB       | 14.65 KB        | 410     
14:08:32   | Slot 622 -> OK       | 125.00 KB       | 14.65 KB        | 412     
14:08:33   | Slot 659 -> OK       | 125.00 KB       | 14.65 KB        | 414     
14:08:34   | Slot 696 -> OK       | 125.00 KB       | 14.65 KB        | 416     
14:08:35   | Slot 733 -> OK       | 125.00 KB       | 14.65 KB        | 418     
14:08:36   | Slot 770 -> OK       | 125.00 KB       | 14.65 KB        | 420     
14:08:38   | Slot 807 -> OK       | 125.00 KB       | 14.65 KB        | 422     
14:08:39   | Slot 844 -> OK       | 125.00 KB       | 14.65 KB        | 424     
14:08:40   | Slot 881 -> OK       | 125.00 KB       | 14.65 KB        | 426     
14:08:41   | Slot 918 -> OK       | 125.00 KB       | 14.65 KB        | 428     
14:08:42   | Slot 955 -> OK       | 125.00 KB       | 14.65 KB        | 430     
14:08:43   | Slot 992 -> OK       | 125.00 KB       | 14.65 KB        | 432     
14:08:44   | Slot 29 -> OK        | 125.00 KB       | 14.65 KB        | 434     
14:08:45   | Slot 66 -> OK        | 125.00 KB       | 14.65 KB        | 436     
14:08:46   | Slot 103 -> OK       | 125.00 KB       | 14.65 KB        | 438     
14:08:47   | Slot 140 -> OK       | 125.00 KB       | 14.65 KB        | 440     
14:08:48   | Slot 177 -> OK       | 125.00 KB       | 14.65 KB        | 442     
14:08:49   | Slot 214 -> OK       | 125.00 KB       | 14.65 KB        | 444     
14:08:50   | Slot 251 -> OK       | 125.00 KB       | 14.65 KB        | 446     
14:08:51   | Slot 288 -> OK       | 125.00 KB       | 14.65 KB        | 448     
14:08:52   | Slot 325 -> OK       | 125.00 KB       | 14.65 KB        | 450     
14:08:53   | Slot 362 -> OK       | 125.00 KB       | 14.65 KB        | 452     
14:08:54   | Slot 399 -> OK       | 125.00 KB       | 14.65 KB        | 454     
14:08:55   | Slot 436 -> OK       | 125.00 KB       | 14.65 KB        | 456     
14:08:56   | Slot 473 -> OK       | 125.00 KB       | 14.65 KB        | 458     
14:08:57   | Slot 510 -> OK       | 125.00 KB       | 14.65 KB        | 460     
14:08:58   | Slot 547 -> OK       | 125.00 KB       | 14.65 KB        | 462     
14:08:59   | Slot 584 -> OK       | 125.00 KB       | 14.65 KB        | 464     
14:09:00   | Slot 621 -> OK       | 125.00 KB       | 14.65 KB        | 466     
14:09:01   | Slot 658 -> OK       | 125.00 KB       | 14.65 KB        | 468     
14:09:02   | Slot 695 -> OK       | 125.00 KB       | 14.65 KB        | 470     
14:09:03   | Slot 732 -> OK       | 125.00 KB       | 14.65 KB        | 472     
14:09:04   | Slot 769 -> OK       | 125.00 KB       | 14.65 KB        | 474     
14:09:05   | Slot 806 -> OK       | 125.00 KB       | 14.65 KB        | 476     
14:09:06   | Slot 843 -> OK       | 125.00 KB       | 14.65 KB        | 478     
14:09:07   | Slot 880 -> OK       | 125.00 KB       | 14.65 KB        | 480     
14:09:08   | Slot 917 -> OK       | 125.00 KB       | 14.65 KB        | 482     
14:09:09   | Slot 954 -> OK       | 125.00 KB       | 14.65 KB        | 484     
14:09:10   | Slot 991 -> OK       | 125.00 KB       | 14.65 KB        | 486     
14:09:11   | Slot 28 -> OK        | 125.00 KB       | 14.65 KB        | 488     
14:09:12   | Slot 65 -> OK        | 125.00 KB       | 14.65 KB        | 490     
14:09:13   | Slot 102 -> OK       | 125.00 KB       | 14.65 KB        | 492     
14:09:14   | Slot 139 -> OK       | 125.00 KB       | 14.65 KB        | 494     
14:09:15   | Slot 176 -> OK       | 125.00 KB       | 14.65 KB        | 496     
14:09:16   | Slot 213 -> OK       | 125.00 KB       | 14.65 KB        | 498     
14:09:17   | Slot 250 -> OK       | 125.00 KB       | 14.65 KB        | 500     
14:09:18   | Slot 287 -> OK       | 125.00 KB       | 14.65 KB        | 502     
14:09:19   | Slot 324 -> OK       | 125.00 KB       | 14.65 KB        | 504     
14:09:20   | Slot 361 -> OK       | 125.00 KB       | 14.65 KB        | 506     
14:09:21   | Slot 398 -> OK       | 125.00 KB       | 14.65 KB        | 508     
14:09:22   | Slot 435 -> OK       | 125.00 KB       | 14.65 KB        | 510     
14:09:23   | Slot 472 -> OK       | 125.00 KB       | 14.65 KB        | 512     
14:09:24   | Slot 509 -> OK       | 125.00 KB       | 14.68 KB        | 514     
14:09:25   | Slot 546 -> OK       | 125.00 KB       | 14.75 KB        | 516     
14:09:26   | Slot 583 -> OK       | 125.00 KB       | 14.75 KB        | 518     
14:09:27   | Slot 620 -> OK       | 125.00 KB       | 14.75 KB        | 520     
14:09:28   | Slot 657 -> OK       | 125.00 KB       | 14.75 KB        | 522     
14:09:30   | Slot 694 -> OK       | 125.00 KB       | 14.75 KB        | 524     
14:09:31   | Slot 731 -> OK       | 125.00 KB       | 14.75 KB        | 526     
14:09:32   | Slot 768 -> OK       | 125.00 KB       | 14.75 KB        | 528     
14:09:33   | Slot 805 -> OK       | 125.00 KB       | 14.75 KB        | 530     
14:09:34   | Slot 842 -> OK       | 125.00 KB       | 14.75 KB        | 532     
14:09:35   | Slot 879 -> OK       | 125.00 KB       | 14.75 KB        | 534     
14:09:36   | Slot 916 -> OK       | 125.00 KB       | 14.75 KB        | 536     
14:09:37   | Slot 953 -> OK       | 125.00 KB       | 14.75 KB        | 538     
14:09:38   | Slot 990 -> OK       | 125.00 KB       | 14.75 KB        | 540     
14:09:39   | Slot 27 -> OK        | 125.00 KB       | 14.75 KB        | 542     
14:09:40   | Slot 64 -> OK        | 125.00 KB       | 14.75 KB        | 544     
14:09:41   | Slot 101 -> OK       | 125.00 KB       | 14.75 KB        | 546     
14:09:42   | Slot 138 -> OK       | 125.00 KB       | 14.75 KB        | 548     
14:09:43   | Slot 175 -> OK       | 125.00 KB       | 14.75 KB        | 550     
14:09:44   | Slot 212 -> OK       | 125.00 KB       | 14.75 KB        | 552     
14:09:45   | Slot 249 -> OK       | 125.00 KB       | 14.75 KB        | 554     
14:09:46   | Slot 286 -> OK       | 125.00 KB       | 14.75 KB        | 556     
14:09:47   | Slot 323 -> OK       | 125.00 KB       | 14.75 KB        | 558     
14:09:48   | Slot 360 -> OK       | 125.00 KB       | 14.75 KB        | 560     
14:09:49   | Slot 397 -> OK       | 125.00 KB       | 14.75 KB        | 562     
14:09:50   | Slot 434 -> OK       | 125.00 KB       | 14.75 KB        | 564     
14:09:51   | Slot 471 -> OK       | 125.00 KB       | 14.75 KB        | 566     
14:09:52   | Slot 508 -> OK       | 125.00 KB       | 14.75 KB        | 568     
14:09:53   | Slot 545 -> OK       | 125.00 KB       | 14.75 KB        | 570     
14:09:54   | Slot 582 -> OK       | 125.00 KB       | 14.75 KB        | 572     
14:09:55   | Slot 619 -> OK       | 125.00 KB       | 14.75 KB        | 574     
14:09:56   | Slot 656 -> OK       | 125.00 KB       | 14.75 KB        | 576     
14:09:57   | Slot 693 -> OK       | 125.00 KB       | 14.75 KB        | 578     
14:09:58   | Slot 730 -> OK       | 125.00 KB       | 14.75 KB        | 580     
14:09:59   | Slot 767 -> OK       | 125.00 KB       | 14.75 KB        | 582     
14:10:00   | Slot 804 -> OK       | 125.00 KB       | 14.75 KB        | 584     
14:10:01   | Slot 841 -> OK       | 125.00 KB       | 14.75 KB        | 586     
14:10:02   | Slot 878 -> OK       | 125.00 KB       | 14.75 KB        | 588     
14:10:03   | Slot 915 -> OK       | 125.00 KB       | 14.75 KB        | 590     
14:10:04   | Slot 952 -> OK       | 125.00 KB       | 14.75 KB        | 592     
14:10:05   | Slot 989 -> OK       | 125.00 KB       | 14.75 KB        | 594     
14:10:06   | Slot 26 -> OK        | 125.00 KB       | 14.75 KB        | 596     
14:10:07   | Slot 63 -> OK        | 125.00 KB       | 14.75 KB        | 598     
14:10:08   | Slot 100 -> OK       | 125.00 KB       | 14.75 KB        | 600     
14:10:09   | Slot 137 -> OK       | 125.00 KB       | 14.75 KB        | 602     
14:10:10   | Slot 174 -> OK       | 125.00 KB       | 14.75 KB        | 604     
14:10:11   | Slot 211 -> OK       | 125.00 KB       | 14.75 KB        | 606     
14:10:12   | Slot 248 -> OK       | 125.00 KB       | 14.75 KB        | 608     
14:10:14   | Slot 285 -> OK       | 125.00 KB       | 14.75 KB        | 610     
14:10:15   | Slot 322 -> OK       | 125.00 KB       | 14.75 KB        | 612     
14:10:16   | Slot 359 -> OK       | 125.00 KB       | 14.75 KB        | 614     
14:10:17   | Slot 396 -> OK       | 125.00 KB       | 14.75 KB        | 616     
14:10:18   | Slot 433 -> OK       | 125.00 KB       | 14.75 KB        | 618     
14:10:19   | Slot 470 -> OK       | 125.00 KB       | 14.75 KB        | 620     
14:10:20   | Slot 507 -> OK       | 125.00 KB       | 14.75 KB        | 622     
14:10:21   | Slot 544 -> OK       | 125.00 KB       | 14.75 KB        | 624     
14:10:22   | Slot 581 -> OK       | 125.00 KB       | 14.75 KB        | 626     
14:10:23   | Slot 618 -> OK       | 125.00 KB       | 14.75 KB        | 628     
14:10:24   | Slot 655 -> OK       | 125.00 KB       | 14.75 KB        | 630     
14:10:25   | Slot 692 -> OK       | 125.00 KB       | 14.75 KB        | 632     
14:10:26   | Slot 729 -> OK       | 125.00 KB       | 14.75 KB        | 634     
14:10:27   | Slot 766 -> OK       | 125.00 KB       | 14.75 KB        | 636     
14:10:28   | Slot 803 -> OK       | 125.00 KB       | 14.75 KB        | 638     
14:10:29   | Slot 840 -> OK       | 125.00 KB       | 14.75 KB        | 640     
14:10:30   | Slot 877 -> OK       | 125.00 KB       | 14.75 KB        | 642     
14:10:31   | Slot 914 -> OK       | 125.00 KB       | 14.75 KB        | 644     
14:10:32   | Slot 951 -> OK       | 125.00 KB       | 14.75 KB        | 646     
14:10:33   | Slot 988 -> OK       | 125.00 KB       | 14.75 KB        | 648     
14:10:34   | Slot 25 -> OK        | 125.00 KB       | 14.75 KB        | 650     
14:10:35   | Slot 62 -> OK        | 125.00 KB       | 14.75 KB        | 652     
14:10:36   | Slot 99 -> OK        | 125.00 KB       | 14.75 KB        | 654     
14:10:37   | Slot 136 -> OK       | 125.00 KB       | 14.75 KB        | 656     
14:10:38   | Slot 173 -> OK       | 125.00 KB       | 14.75 KB        | 658     
14:10:39   | Slot 210 -> OK       | 125.00 KB       | 14.75 KB        | 660     
14:10:40   | Slot 247 -> OK       | 125.00 KB       | 14.75 KB        | 662     
14:10:41   | Slot 284 -> OK       | 125.00 KB       | 14.75 KB        | 664     
14:10:42   | Slot 321 -> OK       | 125.00 KB       | 14.75 KB        | 666     
14:10:43   | Slot 358 -> OK       | 125.00 KB       | 14.75 KB        | 668     
14:10:44   | Slot 395 -> OK       | 125.00 KB       | 14.75 KB        | 670     
14:10:45   | Slot 432 -> OK       | 125.00 KB       | 14.75 KB        | 672     
14:10:46   | Slot 469 -> OK       | 125.00 KB       | 14.75 KB        | 674     
14:10:47   | Slot 506 -> OK       | 125.00 KB       | 14.75 KB        | 676     
14:10:48   | Slot 543 -> OK       | 125.00 KB       | 14.75 KB        | 678     
14:10:49   | Slot 580 -> OK       | 125.00 KB       | 14.75 KB        | 680     
